  0.0000000000000000e+000	  5.9609881544527322e-005	  3.7451388750910346e-005	  9.1492181016194395e-005	  1.9250190614453753e-004	  4.6089370349912607e-004	  1.4685010709513825e-003	  2.6787319433175982e-003	  4.6441342685577354e-003	  9.0000608003942516e-003	  1.8879536783535135e-002	  4.1771720257090791e-002	  5.7850122997488269e-002	  4.1771720257090791e-002	  1.8879536783535135e-002	  9.0000608003942516e-003	  4.6441342685577354e-003	  2.6787319433175982e-003	  1.4685010709513825e-003	  4.6089370349912607e-004	  1.9250190614453753e-004	  9.1492181016194395e-005	  3.7451388750910346e-005	  5.9609881544527322e-005	  0.0000000000000000e+000	
  0.0000000000000000e+000	  6.0211632269622471e-005	  3.7359728681674515e-005	  8.6496230124570095e-005	  1.8658291934141370e-004	  4.1808993541462457e-004	  1.3717494543272961e-003	  2.5476256889355861e-003	  4.2981005236741570e-003	  8.1089589336240959e-003	  1.5402269474082915e-002	  3.1387401915465699e-002	  4.1771720257090791e-002	  3.1387401915465699e-002	  1.5402269474082915e-002	  8.1089589336240959e-003	  4.2981005236741570e-003	  2.5476256889355861e-003	  1.3717494543272961e-003	  4.1808993541462457e-004	  1.8658291934141370e-004	  8.6496230124570095e-005	  3.7359728681674515e-005	  6.0211632269622471e-005	  0.0000000000000000e+000	
  0.0000000000000000e+000	  6.0820696078292896e-005	  3.8626582727526991e-005	  7.2741567725851899e-005	  1.6823712855911269e-004	  3.2161344839488914e-004	  1.0919378646708025e-003	  2.1888890439706104e-003	  3.5100682692939017e-003	  6.0357372537149260e-003	  1.0032531589974122e-002	  1.5402269474082915e-002	  1.8879536783535135e-002	  1.5402269474082915e-002	  1.0032531589974122e-002	  6.0357372537149260e-003	  3.5100682692939017e-003	  2.1888890439706104e-003	  1.0919378646708025e-003	  3.2161344839488914e-004	  1.6823712855911269e-004	  7.2741567725851899e-005	  3.8626582727526991e-005	  6.0820696078292896e-005	  0.0000000000000000e+000	
  0.0000000000000000e+000	  5.6914316974996812e-005	  4.4247195272698414e-005	  5.4367564396336019e-005	  1.3712717026262032e-004	  2.3620467718748071e-004	  6.9181814551602704e-004	  1.6647662474959569e-003	  2.6787319433175982e-003	  3.9986946892547528e-003	  6.0357372537149260e-003	  8.1089589336240959e-003	  9.0000608003942516e-003	  8.1089589336240959e-003	  6.0357372537149260e-003	  3.9986946892547528e-003	  2.6787319433175982e-003	  1.6647662474959569e-003	  6.9181814551602704e-004	  2.3620467718748071e-004	  1.3712717026262032e-004	  5.4367564396336019e-005	  4.4247195272698414e-005	  5.6914316974996812e-005	  0.0000000000000000e+000	
  0.0000000000000000e+000	  3.8142178396712816e-005	  5.4375458257708114e-005	  3.9525477746042032e-005	  9.6679335215099033e-005	  1.8658291934141370e-004	  3.4901046540417350e-004	  1.0040273468359174e-003	  1.8668369877368573e-003	  2.6787319433175982e-003	  3.5100682692939017e-003	  4.2981005236741570e-003	  4.6441342685577354e-003	  4.2981005236741570e-003	  3.5100682692939017e-003	  2.6787319433175982e-003	  1.8668369877368573e-003	  1.0040273468359174e-003	  3.4901046540417350e-004	  1.8658291934141370e-004	  9.6679335215099033e-005	  3.9525477746042032e-005	  5.4375458257708114e-005	  3.8142178396712816e-005	  0.0000000000000000e+000	
  0.0000000000000000e+000	  0.0000000000000000e+000	  6.0820696078292896e-005	  4.0478607713985418e-005	  5.7555655243936468e-005	  1.3101745827103880e-004	  2.1076149807813658e-004	  4.1808993541462457e-004	  1.0040273468359174e-003	  1.6647662474959569e-003	  2.1888890439706104e-003	  2.5476256889355861e-003	  2.6787319433175982e-003	  2.5476256889355861e-003	  2.1888890439706104e-003	  1.6647662474959569e-003	  1.0040273468359174e-003	  4.1808993541462457e-004	  2.1076149807813658e-004	  1.3101745827103880e-004	  5.7555655243936468e-005	  4.0478607713985418e-005	  6.0820696078292896e-005	  0.0000000000000000e+000	  0.0000000000000000e+000	
  0.0000000000000000e+000	  0.0000000000000000e+000	  4.1916964323575294e-005	  5.5659505479237125e-005	  3.7451388750910346e-005	  7.2741567725851899e-005	  1.4330070777058323e-004	  2.1076149807813658e-004	  3.4901046540417350e-004	  6.9181814551602704e-004	  1.0919378646708025e-003	  1.3717494543272961e-003	  1.4685010709513825e-003	  1.3717494543272961e-003	  1.0919378646708025e-003	  6.9181814551602704e-004	  3.4901046540417350e-004	  2.1076149807813658e-004	  1.4330070777058323e-004	  7.2741567725851899e-005	  3.7451388750910346e-005	  5.5659505479237125e-005	  4.1916964323575294e-005	  0.0000000000000000e+000	  0.0000000000000000e+000	
  0.0000000000000000e+000	  0.0000000000000000e+000	  0.0000000000000000e+000	  5.6914316974996812e-005	  5.0115016527348396e-005	  3.8535716103679816e-005	  7.2741567725851899e-005	  1.3101745827103880e-004	  1.8658291934141370e-004	  2.3620467718748071e-004	  3.2161344839488914e-004	  4.1808993541462457e-004	  4.6089370349912607e-004	  4.1808993541462457e-004	  3.2161344839488914e-004	  2.3620467718748071e-004	  1.8658291934141370e-004	  1.3101745827103880e-004	  7.2741567725851899e-005	  3.8535716103679816e-005	  5.0115016527348396e-005	  5.6914316974996812e-005	  0.0000000000000000e+000	  0.0000000000000000e+000	  0.0000000000000000e+000	
  0.0000000000000000e+000	  0.0000000000000000e+000	  0.0000000000000000e+000	  0.0000000000000000e+000	  5.9304539305435515e-005	  5.0115016527348396e-005	  3.7451388750910346e-005	  5.7555655243936468e-005	  9.6679335215099033e-005	  1.3712717026262032e-004	  1.6823712855911269e-004	  1.8658291934141370e-004	  1.9250190614453753e-004	  1.8658291934141370e-004	  1.6823712855911269e-004	  1.3712717026262032e-004	  9.6679335215099033e-005	  5.7555655243936468e-005	  3.7451388750910346e-005	  5.0115016527348396e-005	  5.9304539305435515e-005	  0.0000000000000000e+000	  0.0000000000000000e+000	  0.0000000000000000e+000	  0.0000000000000000e+000	
  0.0000000000000000e+000	  0.0000000000000000e+000	  0.0000000000000000e+000	  0.0000000000000000e+000	  0.0000000000000000e+000	  5.6914316974996812e-005	  5.5659505479237125e-005	  4.0478607713985418e-005	  3.9525477746042032e-005	  5.4367564396336019e-005	  7.2741567725851899e-005	  8.6496230124570095e-005	  9.1492181016194395e-005	  8.6496230124570095e-005	  7.2741567725851899e-005	  5.4367564396336019e-005	  3.9525477746042032e-005	  4.0478607713985418e-005	  5.5659505479237125e-005	  5.6914316974996812e-005	  0.0000000000000000e+000	  0.0000000000000000e+000	  0.0000000000000000e+000	  0.0000000000000000e+000	  0.0000000000000000e+000	
  0.0000000000000000e+000	  0.0000000000000000e+000	  0.0000000000000000e+000	  0.0000000000000000e+000	  0.0000000000000000e+000	  0.0000000000000000e+000	  4.1916964323575294e-005	  6.0820696078292896e-005	  5.4375458257708114e-005	  4.4247195272698414e-005	  3.8626582727526991e-005	  3.7359728681674515e-005	  3.7451388750910346e-005	  3.7359728681674515e-005	  3.8626582727526991e-005	  4.4247195272698414e-005	  5.4375458257708114e-005	  6.0820696078292896e-005	  4.1916964323575294e-005	  0.0000000000000000e+000	  0.0000000000000000e+000	  0.0000000000000000e+000	  0.0000000000000000e+000	  0.0000000000000000e+000	  0.0000000000000000e+000	
  0.0000000000000000e+000	  0.0000000000000000e+000	  0.0000000000000000e+000	  0.0000000000000000e+000	  0.0000000000000000e+000	  0.0000000000000000e+000	  0.0000000000000000e+000	  0.0000000000000000e+000	  3.8142178396712816e-005	  5.6914316974996812e-005	  6.0820696078292896e-005	  6.0211632269622471e-005	  5.9609881544527322e-005	  6.0211632269622471e-005	  6.0820696078292896e-005	  5.6914316974996812e-005	  3.8142178396712816e-005	  0.0000000000000000e+000	  0.0000000000000000e+000	  0.0000000000000000e+000	  0.0000000000000000e+000	  0.0000000000000000e+000	  0.0000000000000000e+000	  0.0000000000000000e+000	  0.0000000000000000e+000	
  0.0000000000000000e+000	  0.0000000000000000e+000	  0.0000000000000000e+000	  0.0000000000000000e+000	  0.0000000000000000e+000	  0.0000000000000000e+000	  0.0000000000000000e+000	  0.0000000000000000e+000	  0.0000000000000000e+000	  0.0000000000000000e+000	  0.0000000000000000e+000	  0.0000000000000000e+000	  0.0000000000000000e+000	  0.0000000000000000e+000	  0.0000000000000000e+000	  0.0000000000000000e+000	  0.0000000000000000e+000	  0.0000000000000000e+000	  0.0000000000000000e+000	  0.0000000000000000e+000	  0.0000000000000000e+000	  0.0000000000000000e+000	  0.0000000000000000e+000	  0.0000000000000000e+000	  0.0000000000000000e+000	
